冮 	\nr\
厢房 	\n\
镶 	\v\
镶嵌 	\v\
镶嵌画 	\n\
香 	\a/n\
香肠 	\n\
香醇 	\a\
香港 	\ns\
香港大球场	\ns\
香港岛 	\ns\
香港地区	\ns\
香港会议展览中心	\ns\
香港汇丰投资银行	\nz\
香港特别行政区	\ns\
香港特区	\ns\
香港维多利亚公园	\ns\
香港文化中心大剧院	\ns\
香港站 	\n\
香格里拉 	\nz\
香菇 	\n\
香河 	\ns\
香化 	\v\
香火 	\n\
香江 	\ns\
香蕉 	\n\
香蕉林 	\n\
香蕉叶 	\n\
香粳 	\n\
香菊片 	\n\
香料 	\n\
香料厂 	\n\
香米 	\n\
香喷喷 	\z\
香气 	\n\
香气扑鼻 	\l\
香山 	\ns\
香水 	\n\
香甜 	\a\
香味 	\n\
香烟 	\n\
香烟盒纸 	\n\
香油 	\n\
香茗 	\n\
香榧子 	\n\
香榭 	\ns\
香榭大街	\ns\
香榭丽舍 	\ns\
香榭丽舍大街	\ns\
香槟 	\n\
箱 	\Ng/q\
箱底 	\n\
箱内 	\s\
箱式 	\b\
箱子 	\n\
襄 	\j\
襄樊 	\ns\
襄樊市 	\ns\
襄樊站 	\n\
襄棉 	\ns\
襄曲 	\ns\
襄阳 	\ns\
襄阳宾馆	\ns\
湘 	\j/nr\
湘北 	\ns\
湘江 	\ns\
湘剧院 	\n\
湘昆 	\j\
湘潭 	\ns\
湘潭市 	\ns\
湘潭县 	\ns\
湘西 	\ns\
湘西人 	\n\
湘乡 	\ns\
湘乡市 	\ns\
乡 	\n/q\
乡长 	\n\
乡愁 	\n\
乡村 	\n\
乡党委 	\n\
乡规民约 	\n\
乡级 	\b\
乡间 	\s\
乡里 	\n\
乡邻 	\n\
乡民 	\n\
乡亲 	\n\
乡情 	\n\
乡土 	\n\
乡下 	\s\
乡下人 	\n\
乡乡 	\q\
乡乡村村 	\n\
乡乡镇镇 	\n\
乡野 	\n\
乡谊 	\n\
乡音 	\n\
乡镇 	\n\
乡镇长 	\n\
乡镇企业 	\n\
乡政府 	\n\
翔山 	\ns\
翔实 	\ad\
祥 	\Ag/Ng/nr\
祥和 	\an\
祥虎送福 	\l\
祥云 	\n\
详 	\Ag\
详尽 	\a\
详实 	\a\
详文 	\n\
详细 	\ad\
想 	\vn\
想必 	\d\
想不到 	\l\
想不开 	\l\
想当初 	\l\
想当年 	\l\
想到 	\v\
想法 	\n/v\
想方设法 	\i\
想见 	\v\
想来 	\v\
想念 	\v\
想起 	\v\
想想 	\v\
想想也是 	\l\
想象 	\vn\
想象力 	\n\
响 	\a/q/v\
响彻 	\v\
响当当 	\z\
响动 	\v\
响亮 	\a\
响起 	\v\
响声 	\n\
响应 	\vn\
享 	\Vg\
享乐 	\vn\
享乐主义 	\n\
享年 	\n\
享受 	\vn\
享受性 	\n\
享享 	\v\
享用 	\v\
享有 	\v\
享誉 	\v\
项 	\Ng/nr/q\
项次 	\q\
项链 	\n\
项目 	\n\
项目点 	\n\
项目区 	\n\
项桥 	\ns\
项群 	\n\
巷 	\Ng\
巷道 	\n\
巷子 	\n\
橡胶 	\n\
橡皮筏子 	\n\
像 	\d/n/p/v\
像模像样 	\l\
像样 	\a\
向 	\nr/p/v\
向导 	\n\
向海 	\ns\
向来 	\d\
向前 	\v\
向上 	\v\
向往 	\vn\
向心力 	\n\
向阳 	\nr/v\
向着 	\p\
象 	\Ng\
象角村 	\ns\
象角村人 	\n\
象棋 	\n\
象山 	\ns\
象山人 	\n\
象山县 	\ns\
象牙 	\n\
象牙塔 	\n\
象牙者 	\n\
象征 	\n/vn\
象征体 	\n\
象征性 	\n\
萧条 	\an\
萧县 	\ns\
萧萧 	\z\
硝 	\n\
硝化细菌 	\n\
硝酸盐 	\n\
硝酸铵 	\n\
硝烟 	\n\
硝烟弥漫 	\l\
削 	\v\
削果器 	\n\
削减 	\v\
削球手 	\n\
削弱 	\vn\
削足适履 	\i\
哮喘 	\n\
嚣张气焰 	\l\
销 	\j/v\
销毁 	\v\
销货 	\v\
销货款 	\n\
销量 	\n/vn\
销路 	\n\
销声匿迹 	\i\
销势 	\n\
销售 	\n/vn\
销售部 	\n\
销售点 	\n\
销售店 	\n\
销售额 	\n\
销售奖 	\n\
销售量 	\n\
销售率 	\n\
销售权 	\n\
销售商 	\n\
销售税 	\n\
销售员 	\n\
销烟 	\v\
消 	\v\
消摆 	\n\
消长 	\v\
消除 	\v\
消毒 	\vn\
消毒剂 	\n\
消毒器 	\n\
消毒学 	\n\
消防 	\b/vn\
消防车 	\n\
消防处 	\n\
消防队 	\n\
消防局 	\n\
消防厅 	\n\
消费 	\n/vn\
消费额 	\n\
消费国 	\n\
消费类 	\n\
消费力 	\n\
消费量 	\n\
消费品 	\n\
消费群 	\n\
消费税 	\n\
消费者 	\n\
消耗 	\vn\
消化 	\vn\
消火栓 	\n\
消极 	\ad\
消灭 	\v\
消遣 	\v\
消融 	\v\
消失 	\vn\
消逝 	\vn\
消瘦 	\a\
消退 	\v\
消亡 	\vn\
消息 	\n\
消息报 	\n\
消协 	\j\
消肿 	\v\
晓 	\Vg/nr\
晓得 	\v\
晓林 	\nz\
晓林杯 	\nz\
小 	\Ng/ad/an/v\
小（石示）村 	\ns\
小巴 	\n\
小白菜 	\n\
小白鹭 	\nz\
小半截 	\m\
小宝宝 	\n\
小报 	\n\
小北山 	\ns\
小本生意 	\l\
小辫 	\n\
小菜 	\n\
小册子 	\n\
小铲 	\n\
小车 	\n\
小吃 	\n\
小吃摊 	\n\
小丑 	\n\
小船 	\n\
小葱 	\n\
小打小闹 	\l\
小袋装 	\b\
小刀 	\n\
小岛 	\n\
小到中雪 	\l\
小到中雨 	\l\
小到中雨雪 	\l\
小道消息 	\n\
小调儿 	\n\
小动作 	\n\
小额 	\n\
小儿科 	\n\
小儿子 	\n\
小贩 	\n\
小方帽 	\n\
小费 	\n\
小分队 	\n\
小丰营村 	\ns\
小幅 	\b/d\
小富即安 	\l\
小改 	\vn\
小港村 	\ns\
小姑娘 	\n\
小褂 	\n\
小褂儿 	\n\
小孩 	\n\
小孩子 	\n\
小寒 	\t\
小合唱 	\n\
小河 	\n\
小河子村 	\ns\
小花袄 	\n\
小伙 	\n\
小伙伴 	\n\
小伙儿 	\n\
小伙子 	\n\
小鸡 	\n\
小季 	\n\
小记 	\n\
小家电 	\n\
小家伙 	\n\
小家庭 	\n\
小家子气 	\n\
小件 	\n\
小将 	\n\
小矫情 	\n\
小轿车 	\n\
小街 	\n\
小节 	\n\
小结 	\n\
小姐 	\n\
小界岭 	\ns\
小金库 	\n\
小精灵 	\nz\
小井庄 	\ns\
小径 	\n\
小剧场 	\n\
小看 	\v\
小康 	\n\
小康村 	\n\
小康县 	\n\
小康型 	\b\
小浪底 	\ns\
小浪底工程	\nz\
小量 	\m\
小龙坎 	\ns\
小马村 	\ns\
小买卖 	\n\
小麦 	\n\
小卖部 	\n\
小卖店 	\n\
小米 	\n\
小苗 	\n\
小名头 	\n\
小命 	\n\
小木车 	\n\
小木凳 	\n\
小囊 	\n\
小年 	\t\
小鸟 	\n\
小牛 	\n\
小农 	\n\
小跑 	\v\
小棚 	\n\
小朋友 	\n\
小票 	\n\
小品 	\n\
小品文 	\n\
小企 	\j\
小企业 	\n\
小气 	\a\
小气候 	\n\
小汽车 	\n\
小钱 	\n\
小桥 	\n\
小巧玲珑 	\i\
小青年 	\n\
小区 	\n\
小区划 	\n\
小圈子 	\n\
小人 	\n\
小人物 	\n\
小三轮 	\n\
小三马 	\n\
小三峡 	\ns\
小山 	\n\
小商贩 	\n\
小生产 	\n\
小时 	\n\
小时候 	\n\
小事 	\n\
小是小非 	\l\
小鼠 	\n\
小树 	\n\
小说 	\n\
小说集 	\n\
小说家 	\n\
小提琴 	\n\
小天鹅 	\nz\
小偷 	\n\
小推车 	\n\
小腿肚子 	\n\
小屋 	\n\
小五金店 	\n\
小溪 	\n\
小媳妇 	\n\
小戏 	\n\
小项 	\n\
小巷 	\n\
小小 	\z\
小小的 	\z\
小小说 	\n\
小心 	\ad/v\
小心翼翼 	\i\
小型 	\b\
小型张 	\n\
小兄弟 	\n\
小修 	\v\
小学 	\n\
小学生 	\n\
小学校 	\n\
小学组 	\n\
小雪 	\n\
小有名气 	\l\
小于 	\v\
小雨 	\n\
小雨夹雪 	\l\
小雨雪 	\n\
小院 	\n\
小寨沟 	\ns\
小站稻 	\n\
小镇 	\n\
小篆 	\n\
小子 	\n\
小字 	\n\
小组 	\n\
小组会 	\n\
小芙蓉 	\nz\
小觑 	\v\
小憩 	\vn\
孝 	\Ng\
孝感 	\ns\
孝感市 	\ns\
孝敬 	\v\
孝敬乡 	\ns\
孝心 	\n\
校 	\Ng\
校办 	\vn\
校长 	\n\
校订 	\v\
校对 	\n\
校风 	\n\
校服 	\n\
校歌 	\n\
校际 	\n\
校领导 	\n\
校貌 	\n\
校门 	\n\
校门口 	\s\
校内 	\s\
校内外 	\s\
校牌 	\n\
校舍 	\n\
校时钟 	\n\
校外 	\s\
校校 	\q\
校友 	\n\
校园 	\n\
校正 	\v\
校址 	\n\
肖像 	\n\
肖形虎 	\n\
肖形印 	\n\
肖子 	\n\
啸 	\nr/v\
啸傲 	\v\
笑 	\nr/vn\
笑呵呵 	\z\
笑话 	\n\
笑口 	\n\
笑里藏刀 	\i\
笑脸 	\n\
笑脸相迎 	\i\
笑眯眯 	\z\
笑容 	\n\
笑容满面 	\l\
笑声 	\n\
笑谈 	\n\
笑颜 	\n\
笑吟吟 	\z\
笑语 	\n\
笑逐颜开 	\i\
效 	\Ng\
效仿 	\v\
效果 	\n\
效力 	\n/v\
效率 	\n\
效能 	\n\
效益 	\n\
效益观 	\n\
效益化 	\v\
效益型 	\n\
效益性 	\n\
效应 	\n\
效用 	\n\
楔形带 	\n\
些 	\q\
些微 	\b/d\
些许 	\m\
歇 	\v\
歇脚 	\v\
歇凉 	\v\
歇斯底里 	\n\
歇息 	\v\
歇歇 	\v\
鞋 	\n\
鞋材 	\n\
鞋厂 	\n\
鞋带 	\n\
鞋垫 	\n\
鞋帽 	\n\
鞋袜 	\n\
鞋业 	\n\
鞋子 	\n\
协办 	\vn\
协办员 	\n\
协调 	\ad/an/vn\
协调会 	\n\
协调局 	\n\
协调性 	\n\
协调员 	\n\
协定 	\n\
协和 	\nz\
协和—拉法耶特大饭店	\ns\
协会 	\n\
协会化 	\v\
协力 	\d/nz\
协商 	\vn\
协商会 	\n\
协同 	\vd/vn\
协议 	\n/vd/vn\
协议书 	\n\
协助 	\vn\
协奏 	\vn\
协奏曲 	\n\
协作 	\vd/vn\
协作办 	\j\
协作组 	\n\
挟 	\v\
挟持 	\v\
携 	\v\
携带 	\v\
携带品 	\n\
携儿 	\v\
携起手来 	\l\
携手 	\vd/vn\
携手并肩 	\i\
邪 	\an\
邪恶 	\an\
邪路 	\n\
邪门歪道 	\l\
邪气 	\n\
斜 	\ad/v\
斜风细雨 	\i\
斜襟 	\n\
斜坡形 	\n\
斜射 	\v\
斜塔 	\n\
胁迫 	\v\
谐 	\Ag\
谐和 	\a\
谐音 	\n\
写 	\v\
写道 	\v\
写稿 	\v\
写明 	\v\
写入 	\v\
写生 	\v\
写实 	\b/v\
写下 	\v\
写信 	\v\
写信人 	\n\
写信者 	\n\
写意 	\n\
写照 	\n\
写真 	\n/v\
写字 	\vn\
写字楼 	\n\
写字台 	\n\
写作 	\vn\
械斗 	\vn\
卸 	\v\
卸掉 	\v\
卸甲庄 	\ns\
卸任 	\v\
卸下 	\v\
卸妆 	\v\
懈怠 	\an\
泄 	\Vg\
泄洪 	\v\
泄劲 	\v\
泄漏 	\vn\
泄露 	\v\
泄密 	\v\
泄气 	\vn\
泻 	\n/v\
泻湖 	\n\
谢 	\j/nr/v\
谢夫隆 	\nz\
谢绝 	\v\
谢克尔 	\nz\
谢里夫派 	\n\
谢幕 	\v\
谢天谢地 	\i\
谢谢 	\v\
谢意 	\n\
谢罪 	\v\
薪 	\Ng\
薪火 	\n\
薪金 	\n\
薪炭林 	\n\
芯 	\Ng/q\
芯片 	\n\
芯片组 	\n\
锌 	\n\
欣 	\Vg/nr\
欣然 	\d\
欣赏 	\vn\
欣赏课 	\n\
欣赏热 	\n\
欣慰 	\an\
欣闻 	\v\
欣喜 	\an\
欣喜若狂 	\i\
欣欣然 	\z\
欣欣向荣 	\i\
欣悦 	\a\
辛德勒 	\n\
辛店镇 	\ns\
辛亥革命 	\nz\
辛家庄 	\ns\
辛苦 	\ad/an/vn\
辛辣 	\a\
辛劳 	\an\
辛勤 	\ad\
辛酸 	\a\
辛辛苦苦 	\z\
辛辛那提 	\ns\
辛辛那提城 	\ns\
新 	\Ng/a/d/j/nr\
新安 	\nr/ns\
新版 	\b\
新币 	\n\
新编 	\vn\
新潮 	\n\
新陈代谢 	\i\
新城 	\n\
新城区 	\n\
新程 	\n\
新春 	\t\
新春伊始 	\l\
新村 	\n\
新大新 	\nz\
新党和平 	\nz\
新德里 	\ns\
新低 	\n\
新东安 	\nz\
新东安市场	\ns\
新都 	\ns\
新饿乡 	\n\
新房 	\n\
新芬党 	\n\
新风 	\n\
新干县 	\ns\
新高 	\n\
新股 	\n\
新馆 	\n\
新海 	\nz\
新航 	\j\
新鸿基 	\nz\
新华 	\nr/nz\
新华书店 	\n\
新华字典	\nz\
新化 	\ns\
新会 	\ns\
新婚 	\n\
新机 	\n\
新机制 	\n\
新绩 	\n\
新纪元 	\n\
新加坡 	\ns\
新建 	\nz/vn\
新建户 	\n\
新疆 	\ns\
新疆环保信息中心网	\nz\
新疆棉 	\n\
新疆人 	\n\
新疆塔城地区	\ns\
新疆吐鲁番乌鲁木齐大黄山高等级公路	\nz\
新疆吐乌大高等级公路	\nz\
新疆维吾尔自治区	\ns\
新疆维吾尔自治区八届人大常委会第三十次会议	\nz\
新疆银都大厦	\ns\
新疆自治区	\ns\
新教 	\n\
新教徒 	\n\
新街村 	\ns\
新界 	\ns\
新界埠乡 	\ns\
新进党 	\n\
新近 	\b/d\
新景 	\n\
新景点 	\n\
新景观 	\n\
新静界 	\nz\
新居 	\n\
新军 	\n\
新刊 	\n\
新款 	\b\
新郎 	\n\
新老交替 	\l\
新立 	\nz\
新良庄 	\ns\
新龙华 	\ns\
新龙华站 	\v\
新罗西斯克港 	\ns\
新貌 	\n\
新苗 	\n\
新民 	\nr/ns\
新民晚报 	\nz\
新民主主义 	\n\
新民主主义革命 	\n\
新明 	\nr/nz\
新名优 	\j\
新年 	\t\
新年伊始 	\l\
新娘 	\n\
新农 	\nz\
新派 	\n\
新篇 	\n\
新篇章 	\n\
新片 	\n\
新品种 	\n\
新平镇 	\ns\
新平镇太平村	\ns\
新奇 	\a\
新气象 	\n\
新桥镇 	\ns\
新区 	\n\
新人 	\n\
新人口论 	\n\
新人新事 	\l\
新任 	\b/d\
新锐 	\n\
新沙乡镇 	\ns\
新声路 	\ns\
新生 	\n/v\
新生代 	\n\
新生党 	\n\
新生儿 	\n\
新生事物 	\l\
新石器 	\n\
新式 	\a\
新世纪 	\nz\
新世纪商厦	\ns\
新世界 	\nz\
新手 	\n\
新书 	\n\
新说 	\n\
新斯科舍省 	\ns\
新四军 	\n\
新岁 	\t\
新岁伊始 	\l\
新塘 	\ns\
新桃换旧符 	\l\
新卫 	\nz\
新文化 	\n\
新闻 	\n\
新闻办 	\j\
新闻部 	\n\
新闻部长 	\n\
新闻出版界 	\n\
新闻处 	\n\
新闻点 	\n\
新闻公报 	\l\
新闻官 	\n\
新闻记者 	\n\
新闻奖 	\n\
新闻界 	\n\
新闻局 	\n\
新闻社 	\n\
新闻网 	\n\
新闻学 	\n\
新闻纸 	\n\
新西兰 	\ns\
新喜 	\n\
新鲜 	\an\
新鲜菜 	\n\
新鲜度 	\n\
新鲜感 	\n\
新鲜期 	\n\
新鲜肉 	\n\
新鲜事 	\n\
新县 	\ns\
新线 	\n\
新乡 	\ns\
新象 	\nz\
新星 	\nz\
新兴 	\b/ns/nz\
新兴村 	\ns\
新型 	\a/b\
新秀 	\n\
新秀战 	\n\
新亚 	\nz\
新药 	\n\
新业 	\n\
新衣 	\n\
新沂市 	\ns\
新意 	\n\
新影 	\j\
新颖 	\a\
新余 	\ns\
新月 	\n\
新韵 	\n\
新增 	\nr/v\
新增额 	\n\
新镇 	\n\
新政协 	\n\
新郑 	\ns\
新郑市 	\ns\
新芝 	\nz\
新枝 	\n\
新知 	\n\
新址 	\n\
新州 	\ns\
新著 	\n\
新姿 	\n\
新作 	\n\
新圩镇 	\ns\
新泾乡 	\ns\
忻口 	\ns\
忻州 	\ns\
忻州地区	\ns\
心爱 	\b\
心病 	\n\
心不在焉 	\i\
心肠 	\n\
心潮 	\n\
心潮难平 	\l\
心潮澎湃 	\i\
心驰神往 	\i\
心慈手软 	\i\
心得 	\n\
心底 	\n\
心地 	\n\
心动 	\v\
心烦 	\v\
心烦意乱 	\i\
心烦意躁 	\l\
心服口服 	\i\
心浮气动 	\l\
心腹之患 	\i\
心甘情愿 	\i\
心功能 	\n\
心寒 	\a\
心灰意冷 	\i\
心机 	\n\
心肌梗塞 	\n\
心急如焚 	\i\
心绞痛 	\n\
心惊 	\v\
心惊胆战 	\i\
心静如水 	\l\
心境 	\n\
心坎 	\n\
心旷神怡 	\i\
心理 	\n\
心理线 	\n\
心理学 	\n\
心里 	\s\
心里话 	\n\
心里有数 	\l\
心连心 	\l\
心灵 	\n\
心路 	\n\
心满意足 	\i\
心明如镜 	\l\
心目 	\n\
心脑血管 	\n\
心脑血管病 	\n\
心平气和 	\i\
心魄 	\n\
心切 	\a\
心情 	\n\
心上 	\s\
心上人 	\n\
心神不定 	\i\
心声 	\n\
心事 	\n\
心思 	\n\
心酸 	\a\
心算 	\vn\
心碎 	\v\
心态 	\n\
心疼 	\v\
心田 	\n\
心跳声 	\n\
心痛病 	\n\
心头 	\s\
心窝 	\n\
心窝子 	\n\
心弦 	\n\
心想 	\v\
心心 	\n\
心心相连 	\l\
心心相印 	\i\
心胸 	\n\
心虚 	\a\
心绪 	\n\
心血 	\n\
心血管 	\n\
心血来潮 	\i\
心眼 	\n\
心仪 	\v\
心仪已久 	\l\
心意 	\n\
心音 	\n\
心有余而力不足 	\i\
心有余悸 	\i\
心愿 	\n\
心脏 	\n\
心脏病 	\n\
心照不宣 	\i\
心志术业篇 	\n\
心中 	\nr/s\
心中有数 	\i\
心醉 	\v\
心扉 	\n\
信 	\nr/v\
信报箱 	\n\
信报箱群 	\n\
信步 	\v\
信贷 	\n\
信贷处 	\n\
信贷资金 	\n\
信袋 	\n\
信道 	\n\
信访 	\n\
信访办 	\j\
信访件 	\n\
信访室 	\n\
信丰县 	\ns\
信封 	\n\
信奉 	\v\
信服 	\v\
信稿 	\n\
信鸽 	\n\
信函 	\n\
信号 	\n\
信号弹 	\n\
信号枪 	\n\
信件 	\n\
信教 	\vn\
信教者 	\n\
信据 	\n\
信口开河 	\i\
信赖 	\vn\
信赖感 	\n\
信利 	\nz\
信念 	\n\
信诺超微 	\nz\
信任 	\vn\
信任投票 	\l\
信使 	\n\
信誓旦旦 	\i\
信手 	\d\
信守 	\v\
信条 	\n\
信徒 	\n\
信托 	\b\
信息 	\n\
信息费 	\n\
信息港 	\n\
信息化 	\vn\
信息廊 	\n\
信息量 	\n\
信息流 	\n\
信息论 	\n\
信息司 	\n\
信息网 	\n\
信息性 	\n\
信息员 	\n\
信箱 	\n\
信心 	\n\
信阳 	\ns\
信阳地区	\ns\
信仰 	\n/vn\
信宜 	\ns\
信宜市 	\ns\
信宜县 	\ns\
信用 	\a/n\
信用卡 	\n\
信用社 	\n\
信誉 	\n\
信誉杯 	\nz\
信诊 	\v\
信纸 	\n\
星 	\Ng/nr\
星澳 	\nz\
星报 	\nz\
星迪 	\nz\
星斗 	\n\
星光 	\n\
星光奖 	\nz\
星河 	\n\
星火计划 	\l\
星级 	\b\
星际 	\n\
星空 	\n\
星罗棋布 	\i\
星期 	\n\
星期六 	\t\
星期日 	\t\
星期三 	\t\
星期四 	\t\
星期天 	\t\
星期天版 	\n\
星期五 	\t\
星期一 	\t\
星球 	\n\
星团 	\n\
星系 	\n\
星系团 	\n\
星星 	\n/q\
星星点点 	\i\
星星之火 	\n\
星形 	\n\
星夜 	\n\
星移斗换 	\l\
星云 	\n\
星子 	\n\
星座 	\n\
腥臭 	\a\
猩红热 	\n\
惺忪 	\a\
兴 	\Ng/v\
兴安 	\nr/ns\
兴办 	\v\
兴城 	\ns\
兴辞 	\v\
兴达 	\nz\
兴地 	\ns\
兴发 	\nz\
兴奋 	\an/v\
兴奋点 	\n\
兴奋剂 	\n\
兴风作浪 	\i\
兴高采烈 	\i\
兴工 	\v\
兴国 	\nr/vn\
兴国县 	\ns\
兴华 	\nr/nz\
兴华旅游购物商场	\ns\
兴化 	\ns\
兴化州 	\ns\
兴嘉 	\nz\
兴建 	\v\
兴利除弊 	\i\
兴隆 	\a/nz\
兴隆村 	\ns\
兴起 	\vn\
兴趣 	\n\
兴盛 	\an\
兴师动众 	\i\
兴衰 	\n/v\
兴衰成败 	\l\
兴叹 	\v\
兴头 	\n\
兴亡 	\n\
兴旺 	\an\
兴旺发达 	\l\
兴威 	\nz\
兴威大酒店	\ns\
兴味 	\n\
兴县 	\ns\
兴修 	\v\
兴许 	\d\
兴业 	\v\
兴义市 	\ns\
兴源镇 	\ns\
兴致 	\n\
兴致勃勃 	\i\
刑场 	\n\
刑罚 	\n\
刑法 	\n\
刑法学家 	\n\
刑警 	\n\
刑律 	\n\
刑名 	\n\
刑事 	\b/d/n\
刑事犯罪 	\l\
刑事诉讼法 	\n\
刑讯 	\n/v\
刑侦 	\j\
型 	\Ng/k/n\
型号 	\n\
型式 	\n\
形 	\Ng/Vg\
形不成 	\v\
形成 	\n/vn\
形成期 	\n\
形而上 	\l\
形而上学 	\l/n\
形而下 	\b\
形容 	\v\
形容词 	\n\
形神各异 	\l\
形神妙肖 	\i\
形式 	\n\
形式化 	\v\
形式美 	\n\
形式主义 	\n\
形势 	\n\
形似 	\v\
形态 	\n\
形态各异 	\l\
形体 	\n\
形同虚设 	\l\
形象 	\a/n\
形象化 	\v\
形形色色 	\i\
形影 	\n\
形影相对 	\i\
形状 	\n\
邢家梁村 	\ns\
邢台 	\ns\
邢台市 	\ns\
行 	\Ng/Vg/a/nr/q/v\
行包 	\j\
行不通 	\v\
行草 	\n\
行长 	\n\
行车 	\vn\
行车道 	\n\
行程 	\n/v\
行船 	\v\
行当 	\n\
行动 	\vn\
行风 	\n\
行规 	\n\
行贿 	\vn\
行迹 	\n\
行家 	\n\
行家里手 	\n\
行间 	\n\
行将 	\d\
行进 	\v\
行径 	\n\
行军 	\vn\
行李 	\n\
行列 	\n\
行路 	\v\
行莫厚于乐民 	\l\
行囊 	\n\
行年 	\v\
行频 	\n\
行期 	\n\
行前 	\t\
行情 	\n\
行人 	\n\
行色匆匆 	\i\
行使 	\v\
行驶 	\v\
行事 	\v\
行市 	\n\
行书 	\n\
行署 	\n\
行唐县 	\ns\
行为 	\n\
行为人 	\n\
行侠仗义 	\l\
行销 	\vn\
行星 	\n\
行行出状元 	\l\
行凶 	\v\
行蓄洪区 	\n\
行业 	\n\
行业管理费 	\n\
行医 	\vn\
行云流水 	\i\
行政 	\b/n/vn\
行政部 	\n\
行政部门 	\n\
行政处 	\n\
行政处罚法 	\n\
行政处分 	\l\
行政村 	\n\
行政化 	\v\
行政科 	\n\
行政区 	\n\
行政区划 	\n\
行政区域 	\n\
行政诉讼 	\l\
行政诉讼法 	\n\
行政性 	\n\
行之有效 	\i\
行装 	\n\
行走 	\vn\
醒 	\v\
醒来 	\v\
醒目 	\a\
醒狮 	\n\
醒狮贺岁 	\l\
醒悟 	\v\
幸 	\Dg/Vg\
幸存 	\v\
幸存者 	\n\
幸福 	\an\
幸福感 	\n\
幸福团年宴 	\nz\
幸好 	\d\
幸亏 	\d\
幸免 	\v\
幸运 	\an/nr\
幸运卡 	\n\
幸运者 	\n\
杏花 	\n\
杏花岭区 	\ns\
杏黄色 	\n\
杏林 	\n\
杏仁 	\n\
杏仁露 	\n\
杏五区 	\ns\
杏元 	\nz\
性 	\Ng/n\
性别 	\n\
性病 	\n\
性格 	\n\
性关系 	\n\
性急 	\a\
性交 	\vn\
性灵 	\n\
性命 	\n\
性能 	\n\
性情 	\n\
性欲 	\n\
性质 	\n\
性状 	\n\
性子 	\n\
姓 	\n/v\
姓名 	\n\
姓名牌 	\n\
兄 	\Ng\
兄长 	\n\
兄弟 	\n\
兄妹 	\n\
凶 	\a\
凶恶 	\a\
凶犯 	\n\
凶狠 	\a\
凶猛 	\an\
凶杀 	\vn\
凶手 	\n\
胸 	\Ng\
胸痹 	\vn\
胸脯 	\n\
胸怀 	\n\
胸怀坦荡 	\l\
胸怀祖国 	\l\
胸襟 	\n\
胸卡 	\n\
胸口 	\n\
胸前 	\s\
胸膛 	\n\
胸痛 	\n\
胸臆 	\n\
胸有成竹 	\i\
胸章 	\n\
胸中 	\s\
匈 	\j\
匈牙利 	\ns\
汹涌 	\a/v\
雄 	\Ag/Bg/Ng/nr\
雄辩 	\n\
雄才 	\n\
雄才伟略 	\l\
雄风 	\n\
雄厚 	\a\
雄浑 	\z\
雄鸡 	\n\
雄鸡头者 	\n\
雄劲 	\a\
雄踞 	\v\
雄奇 	\b\
雄强 	\an\
雄师 	\n\
雄狮 	\n\
雄图 	\n\
雄伟 	\a\
雄县 	\ns\
雄心 	\n\
雄心勃勃 	\i\
雄心壮志 	\i\
雄性 	\b\
雄鹰 	\n\
雄壮 	\an\
雄姿 	\n\
雄赳赳 	\z\
熊谷 	\nz\
熊猫 	\n\
熊猫１００ＨＺ 	\nz\
熊猫馆 	\n\
熊牛 	\n\
熊派 	\n\
熊市 	\n\
熊熊 	\z\
熊掌 	\n\
休 	\v\
休工 	\v\
休会 	\v\
休假 	\n/vn\
休克 	\vn\
休眠 	\vn\
休眠期 	\t\
休戚相关 	\i\
休戚与共 	\i\
休斯敦 	\ns\
休庭 	\v\
休息 	\vn\
休息日 	\n\
休息室 	\n\
休闲 	\vn\
休闲游 	\n\
休想 	\v\
休养 	\v\
休养生息 	\i\
休整 	\vn\
休止 	\v\
休憩 	\v\
修 	\nr/v\
修补 	\vn\
修车 	\v\
修车点 	\l\
修车摊 	\n\
修船 	\v\
修辞 	\n\
修道院 	\n\
修定 	\v\
修订 	\vn\
修订版 	\n\
修订本 	\n\
修复 	\vn\
修改 	\vn\
修好 	\v\
修剪 	\vn\
修建 	\vn\
修理 	\vn\
修理部 	\n\
修理厂 	\n\
修理点 	\n\
修理费 	\n\
修理工 	\n\
修理铺 	\n\
修炼 	\v\
修路 	\vn\
修配厂 	\n\
修缮 	\v\
修身 	\v\
修饰 	\v\
修武县 	\ns\
修修 	\v\
修修补补 	\v\
修修改改 	\v\
修养 	\n\
修正 	\vn\
修正案 	\n\
修正主义 	\n\
修筑 	\v\
修葺 	\v\
羞 	\a/v\
羞耻 	\n\
羞愧 	\v\
羞辱 	\an/v\
羞涩 	\a\
羞于启齿 	\l\
嗅 	\v\
锈病 	\n\
锈迹 	\n\
锈蚀 	\v\
秀 	\Ag/nr\
秀才 	\n\
秀发 	\n\
秀丽 	\a\
秀美 	\a\
秀色 	\n\
秀水坪村 	\ns\
袖 	\Ng\
袖口 	\n\
袖手旁观 	\i\
袖筒 	\n\
袖珍 	\b\
袖子 	\n\
绣 	\v\
绣花 	\v\
绣金匾 	\nz\
绣制 	\vn\
需 	\Vg/vn\
需求 	\n/vn\
需求量 	\n\
需水 	\vn\
需水量 	\n\
需要 	\n/vn\
虚 	\a/d\
虚报 	\v\
虚度 	\v\
虚构 	\v\
虚汗 	\n\
虚幻 	\n\
虚晃一枪 	\l\
虚假 	\ad/an\
